id,dialogue,summary
356," customer: really? Not even close to sufficient packing material. Haven’t tested light with box smash shown or strip led lights 🤨  support: I'm sorry your item arrived in this condition. We would be happy to accept your packaging feedback here:  If you find that there is any damage to your item, please phone or chat to review options here:  ^AN customer: yea I tried Support there is damage! And phone support says contact vendor, amazon told vendor to tell me call in.. 🤷🏻‍♂️exhangw support: Hello, I am sorry to hear about the damage. Since the product was sold by a third party seller, please do reach out to them. We are certain this will get corrected shortly. ^CR customer: I did reach out to them, they said amazon told them to have me contact amazon. I’ll chat tomorrow when grammar is better. customer: I have discovered the off regular business hours u.s. live chat is hard to read through horrible grammar etc. amazon messed up customer: on the packing side causing the damage, that’s he part I find most ironic. Wasn’t sellers fault on this one support: I'm sorry about the confusing information. When you have a chance reach out to us at the link provided above and we'll take another look at what options are available for you. ^MI",Ther customer says there was not even sufficient packing material and says there is a damage. The agent asks the customer to contact them if there id any damage to the product and says to reach out to the third party since it was sole by them.
357," customer: disguising staff on my flight DL1691 staff shouting for hanging my suit up. And saying my suit was an extra bag. Two horrid staff... customer: Rude and I’m flying return to Australia on Tuesday with your airline and a status member. I’ll change loyalist unless something is done customer: Also my flight is 3 hours delayed today, normal stuff these days! Flew 30k miles, another 20k this next two weeks... anything to help me? customer: Guarantee upgrade on my Australia flight with my fiancé or you’ll lose basically two gold yearly members / platinum simple support: Sean, I apologize for the poor impression that you received. We expect our agents to be helpful and professional at all times. Please... 1/3 support: ...I am unable to guarantee an upgrade. The upgrade requests will continue to be processed through the normal channels.  *ACJ 3/3 support: ...know that we truly do appreciate your loyalty to Delta and never take your patronage or trust in us for granted. Unfortunately,... 2/3 customer: And so given your response it’s clear you don’t value customers. Allowing me to be spoken in that way and not offering to follow up customer: Also it was not an impression, customers on the plane around me were also shocked and said so. Impression... ? So poor customer: customer: Please send me details to make a formal complaint against staff member and also poor treatment and delays support: Here is the information you requested. I regret the unfortunate experience. Please click here:   *TAC customer: Also Delta thanks for not following up as an elite member! You’re seriously terrible the last 3 months and causing me a lot of delays,$&amp;time",The customer is complaining that a staff was shouting for hanging up his suit. The agent apologizes and told they expect their agents to be helpful and professional at all times.
358," customer: still nothing?      anyone have good high data use sim only plans for mobile? support: 😳 We'd suggest keeping an eye on the app for the most up to date info on the offer Steven. We'd be sad to lose you. customer: Can you match an offer from EE? support: We don't offer a price match service but we'd always offer you our best available deals, are you looking for anything in particular? customer: If you can't beat or match then not much point in discussing, don't want to leave but if o2 don't want to keep me, it's fine I'll move on support: We do want to keep you Steven, have you spoken to our upgrades team directly? customer: Lies! I've just been given a pac code because the attitude from o2! You have 24 hours to keep me! support: 😞 Did you speak with our upgrades team directly? What is it that you're looking for? DM us more info. We'd hate to lose you ✉  customer: Sent a DM about an hour ago with all the details in",Customer wants to know about better data packs for his mobile. Agents states that they don't offer price match service and would offer best available deals.
359," customer: Hi there, due to get on a train this evening from Euston to Stockport, do you know there will still be disruptions at 8pm? support: Hi there, we're expecting residual delays but we'd advise keeping an eye on Live Updates here:  ^HP customer: Thanks for the update - I will touch base again later to see an update closer to 8pm. customer: Hi there, can I have an update on if the trains are back to normal? support: 1/2 Unfortunately it's the same update as earlier,  we're expecting residual delays but we'd advise keeping an support: 2/2 eye on Live Updates here:  ^BT customer: Do you still have trains running but there are delays? Do I have to stick to my train time? support: Services are now slowly resuming Francesca but ticket restrictions have been lifted ^HP customer: Great - so I can get on any train? support: You should be able to take another one of our services, but we'd advise just checking with station staff beforehand ^HP","Customer wants to know will there be still disruptions at 8 pm from Euston to Stockport. Agent updates that the services are now slowly resuming, and advises to check with station staff before getting on a train."
360," customer: for some reason none of my games are downloading 4K assets.  support: Hi there! Let's check out our guide here for this download issue that you're seeing 
 ^TJ customer: I’m asking why I cannot get physical 4K updates to my Xbox One S for Gears even though it’s available customer: Available to everyone else* support: Afraid we do not understand. Where are you currently seeing that a 4K update is available for Gears of War 4?  ^TJ customer: This is what a friend sent me that he was able to download 4K assets for Gears 4 already  support: Thanks for that. I'm afraid that since you're currently using the Xbox One S, you will not be able to play this 1/2  ^TJ support: Title in 4K resolution as that is a specific feature for the Xbox One X console  2/2 ^TJ customer: I’m not looking to play it in 4K, I know I have to wait til Nov 7. I should have an option to save the 4K content like he did.1/2 customer: I have allow 4K content to download from settings but nothing is available for me as it is other users to prep for Xbox One X support: I'm afraid there is no feature to pre-install 4K content. If this is something that you'd like to see available 1/2 ^TJ support: In the future, be sure to let us know here  2/2 ^TJ customer: Yes it is, I just took this pic from my Xbox One S. Lol I’m confused  support: I see. Apologies for the confusion. For this, we recommend to keep an eye on your ready to install list for 1/3  ^TJ support: 4K content. As for why your friend was notified to already install it, we wouldn't be able to speculate. 2/3 ^TJ support: If you notice any issues after the Xbox One X releases, be sure to give us a shout! 3/3 ^TJ",Customer is complaining about installing 4k content on xbox one x. Agent states that there is no feature to pre-install but requests to check for ready to install list.
361," customer: great service you provide, ruining one of the better weekends in sports with horrible signals on ESPN networks.  Check out the ending to the Fl-Gonzaga game, if you can see.   support: I apologize for the issues you are having with the services. Have your concerns been addressed? If not, I will need the account holders name and service address to review this. Can you send this information in a private message? ^CM customer: It's most of the south side of Lexington, not just one household. Been going on since Thursday Morning. support: I can submit the feedback. I will need at least the zip code to submit for that us. ^CM customer: 40515 and 40517 customer: Thank You support: I apologize for any inconvenience this has caused. Are you experiencing any other issues that you need our assistance with? ^CM customer: No other issues at this time. Thank you. support: You're welcome and thank you for being with us! ^CM","Customer is complaining about the poor signals on the ESPN network. Agent requests for the name, zip code and the service address for better assistance."
362," customer: I can't get into the PlayStation store from my ps4, is there anything yall can do to help? support: Happy to assist! Can you provide more details? Are you getting any error codes or messages? customer: No error codes. Just when I try to access to store, it just has the please wait loading screen.  support:  Please Power Cycle your network devices and try again:  Let us know if it persists. customer: Still does not work support: Please try rebuilding the database. Follow the steps on the next article:  customer: That worked. Thank you support: Great, glad to hear it! Anything else we can assist you with? customer: Nope that is it. Thank you",The customer is complaining that when he tried to access to store it just has the please wait loading screen. The agent asked the customer to rebuild the database and able to fix the issue.
363," customer: your San Antonio baggage agents are kinda terrible.  And the text for my delayed flight from Dallas to Detroit pissed me off!  This mean I won't get home till about 2 am and I work tomorrow. What is wrong with you that's over a 2 hour delay support: We're so sorry to learn of your frustration this afternoon, Sara. We would be glad to get you a status update on your flight. What are your Flight # and destination? ^AB customer: Dallas to Detroit 6278- now only 2 hour delay but I know how that works! customer: Your gate agent Jason is great he tried to find anything to get me back earlier and couldn't find anything. Sorta makes up for your baggage agents support: While we encountered unscheduled maintenance on the aircraft, it looks like we're doing everything we can to get Flight  moving to Detroit this evening. Hang in there! ^AB customer: Thanks! Not super confident in that response about technical issues customer: Hope your aren't charging for drinks on the flight cuz getting on a plan that was delayed 2 hours for unscheduled maintanace kinda makes me nervous. support: Maintenance was on an earlier aircraft today, Sara. That is not the aircraft scheduled to operate your flight. ^AB customer: Tonight was absolutely not the service I expect, book with and recommend Southwest Airlines for! 2 1/2 hour delay, I want a credit! Absolutely UNACCEPTABLE today. support: We're sorry to hear of your continued frustration, Sara. Please feel free to DM us your confirmation number so we can take a look. ^NG ",Customer complaints about delay in flight. Agent informs customer to DM his confirmation number.
364," customer: If it wasn’t for the NBA League pass television companion I’d ask for my money back. The television part of it is complete garbage. support: I apologize for the experience. What is happening? I would like to assist you further. Have you done any troubleshooting? ^CM customer: The problem is that you only have 1 channel in HD. If the game isn’t on that channel the picture quality is horrible. Has nothing to do with the box it’s the fact that no HD channels come in horrible. support: I understand. Have you had a technician out to see why this happening the way it is? I can schedule one for you. ^CM customer: That won’t solve anything unless the technician can make the channels turn into HD. support: If it is an HD channel, he will work to make sure it is coming in HD. ^CM customer: The HD channels are fine it’s the none HD channels that are garbage. Until Spectrum upgrades their service from analog to all digital or all HD this problem will continue. customer: Non not none support: I understand. I will pass this information along. ^CM customer: Thank You. Thank you for letting me vent. Happy Holidays to you, and your family. support: The same to you and yours! If you need anything in the future, feel free to reach out to us here. Thank you for being with us! ^CM",Customer is complaining that he needs technician who can fix the box where HD channels comes with picture quality. Agent updated that they will work on it to resolve the isuue.
365," customer: making it a mission to tell everyone I know not to buy a service protection policy from  and the service provider   this has been the worst experience I have ever had . Buyer beware!!! support: Can you tell us little more about what's going on David? We're here to help anyway we can. ^KF customer: You can call me to much to type. 8132441419 support: We'll be glad to speak with you. Can you give us a brief synopsis so we can assist you the best way possible? ^KF customer: I’ve been without my televisions for over a month You sent me one back so far not only was it not repaired but has missing parts customer: Been given the run around and not been able to speak to anyone with any decision making authority. So now I’m reaching out to  support: It appears we left a voice mail advising we will email you so we can get pictures of the TV. Did you receive that email? ^KF customer: Not the tv in question customer: Again the list of my grievances is way to much for a tweet customer: So if you would like to contact me that is fine or you can continue to give me the run around. By tweeting your questions. To which I will continue to spread the word on all forms of social media. support: We will be in contact shortly. customer: We will see customer: Been a hour support: Typically, it can take 24 hours for a response. ^KF customer: That’s your idea of shortly !!! customer: This is why I’m going to every social media site and telling everyone about my experience! support: Rest assured, we have reached out to our team for someone to be in touch with you. Thank you for your patience. ^AW customer: My patience was lost weeks ago with your company and it’s joke of a excuse for customer service ",Customer is disappointing about service protection policy fro direct TV and the service provider. Agent asking more information about what happening and also telling that it took 24  hours for a response.
366," customer:  We lost an iPad at terminal 5 Heathrow Airport security this past Friday October 27th. Need # to call to inquire. support: Hi there, could you tell us what colour the iPad or it's was? I'll ask the airport to have a look. ^Chris customer: Hi, Black I pad pro, black/grey reversible case. Left at Term 5 Heathrow security. support: Hi there, we don't have anything logged, however, please try Bagport at:  ^Chris customer: I did. They suggested to get in touch with you as it was left at BA security terminal 5. support: That is strange. They collect all the lost property for both Terminal 5 and Terminal 3. We give it straight to them. ^Chris customer: Is there any way that you could check directly with them 4 me? You might get further information than me. Much appreciated. support: I'm afraid this isn't something we can do, sorry. All items left on board or aircraft are handed in at the airport. We hope you're 1/2 support: reunited with your iPad soon. 2/2 ^JulieR customer: Was not left on board. Was left at Term 5 BA security. support: Hi there, sorry to hear you left your item at security. Please click on the following 1/2 support: link to complete a lost property report  2/2",Customer complains that he lost hos i pad in british airways. Agent is suggesting customer contact  with help of URL  link to get back stolen property.
367," customer:  Hi Azure, how ca I can I create a new user for ftp access to my virtual machine which is hosted by Azure? support: We are investigating this and will have a response for you shortly.  ^SB support: Could you post this on  and send us the link? We'll have an engineer take a look. ^SB customer: great, thanks! customer: thank you, here you go:  support: Thank you. One of our engineers will reach out as soon as possible.  ^SB customer: hi! I haven't heard back from any engineer yet, but would love to solve this today! support: If the issue is urgent we recommend filing a support case here:  Feel free to keep us updated ^SB",The customer is asking that how to create a new user for ftp access to his virtual machine. The agent updated that one of their engineers will reach out as soon as possible and if the issue is urgent they recommend filing a support case over here.
368," customer: why can’t I change songs from my home screen or control center?? support: Hi there! Can you let us know the model of your iPhone and its iOS and Spotify versions? We'll see what we can suggest /JM customer: iPhone 7, iOS 11.0.3, Spotify version 8.4.24.506. Thank you! support: Got it. Just to check, did you start getting the issue after updating your OS or app to the latest version? /JM customer: Yes! Also unable to use my car to change songs while through Bluetooth or the usb. support: Could you try logging out, restarting your device, and logging back in? Does that make a difference? /JM customer: Everything worked! Thanks! support: You're welcome! Give us a shout if you ever need us again. We'd be...  💚 /JM","Customer is complaining that they are unable to play songs from their home screen or control center. Agent updates to try logging out, restarting their device and logging back in which helped the customer to resolve the issue."
369," customer: hello Xbox, my ark: survival game shows that it is corrupt and will not download. Tried uninstalling/reinstalling  support: What happens when you try to download the game again?  ^BL customer: That is what pops up when I try to download it....I’ve tried multiple times as well support: Let's have you try resetting your router/modem and power cycling:  ^RR customer: I tried both it this morning and last night and didn’t work....any other ideas? support: Hmm, is the game downloading to the internal hard drive or to an external storage device when you see errors? ^EZ customer: Internal. I do not have an external hard drive on my Xbox one support: Gotcha. Let's have you try resetting your console following the steps here:  When following 1/2 ^JA support: these steps, let's have you be sure to choose the option to: ""Reset and keep my games &amp; apps."" 2/2 ^JA","Customer is complaining that download and install a game on Xbox one even after reinstalling. Also states that he is getting an error message that he has tried multiple times. Agent requests to try by resetting the router/modem, power cycle and the gaming console."
370," customer: wait... you charge for latest episodes on demand now? Are you f'n kidding me? support: You can go to the network app and download the app and watch it for free. 
^ADP customer: No, I mean on your own boxes. 2 dollars to watch the latest episode of Bull via on demand? support: The broadcasters, i.e. Fox, CBS determine the pricing as well as when the shows show up on demand. 
^ADP support: You can try the provider’s app and website with your Verizon ID to see if additional shows are available. 
^ADP customer: So youre saying that paying for your television service is a waste of money and i should go direct to CBS and Fox to watch TV shows? support: Let us know if you have any additional questions or concerns about the on demand.
^ADP customer: Dodging grenades like its Vietnam. Ha. Too funny. ",The customer was questioning that why he was charged for watching the latest episodes. The agent asked the customer to download the network app and watch it for free.
371," customer: hello can you help I can't seem to find Bisto original gravy powder in any of my local stores gave you stopped selling it? support: Hi Helen, can you dm us your postcode and we can check your local stores for the product? Thanks - Jay customer: Thank you I have sent you a message support: Hi Helen, I have checked the stores local to yourself and can see that there is a large quantity of stock in both the Haydock Vicarage Road Express and the St Helens Extra store. Ty - Darren customer: Hi thanks you however we went both stores   at weekend and non of them had any of shelves support: Hi Helen, I am sorry to hear you had a wasted trip. Is it this one you are enquiring about? Here's a link.  I see 7 at the Haydock Vicaridge Express  as this is the only one stocked at this store. 1/2 support: I have also checked for your item at the St Helens Extra and I have found that all Gravy powder is plentiful at this store. I hope this helps, Ty, Andy 2/2 customer: Hello no this is not the product I'm after it's  Gusto original Gravy Powder it's comes in a brown box support: Hi Helen, I've checked all current and previous listings,I cannot see this item being sold by us. Are you sure this is not the brand? It used to come in brown boxes but is now in round tins. 



Thanks - David customer: Hello I'm positive  it's Gusto Gravy Powder for beef&amp;pork in a brown box support: Hi Helen, I've just looked for it on a search engine and can't find any mention of Gusto gravy powder I'm sorry. If you manage to find a link to the product please send it to us so I can investigate. Thanks - Dafydd customer: Sorry it's BISTO GRAVY POWDER   didn't check my auto correct on phone lol support: Hi Helen, St Helens Extra has it on aisle 20. Fresh delivery tomorrow night, so you should have no problems getting some. Thanks - Ian",Customer asking that she cant find bisto gravy powder  in any local stores. Agent requesting to send her postcode and he will check local stores for the product.
372," customer: more week tell goodbye .... HELLO     support: We would hate to see you leave. Can you let us know why you feel this way? -PP customer: i have already told you why i am not doing this again customer:  hey  how many retweets for a free month ? support: We saw that you're are service issues. Please send us a Direct Message, so that we can further assist you. -PP customer: Nope i am good everyone on all 4 of my lines have been experiencing dropped calls for the last month support: We do understand that this can be frustrating. We would like to help you. -PP support: Please send us a Direct Message, so that we can further assist you. -PP",Customer is complaining about experiencing dropped calls for the last month. Agent requests for additional information over DM to assist further.
373," customer: why are you SO DELAYED support: We're sorry for the wait but our team will have you in the skies as soon as possible. customer: The plane is broken!!!! This is why I never fly american, Alaska tricked me into buying this flight NEVER AGAIN support: What's your flight number? We're happy to check for any updates. customer: 1093 customer: Mechanical issue support: We've posted a noon departure for the flight. It can still vary, based on the approval of our mechanic team. customer: Yeah I can see that, but it also keeps changing. I hope I don’t have to miss a rehearsal dinner because of your failure support: We don't want you to miss it either. We'll get you going as quickly as we can. customer: Any updates??? support: You can go here to sign up for notifications in case anything changes:  customer: IM GOING TO MISS THE REHEARSAL I KNOW YOURE GOING TO CANCEL THIS FLIGHT 😡",Customer complaining about delay of his flight as he has an emergency to go for his rehearsal. Agent has posted an update of departure of flight and requested customer to sign up for the further notification.
374," customer: Are you kidding me with this? It's less than 90 days since the order was placed plus I have contacted you eleventy million times about it.  customer: Order placed 75 days ago. Claim rejected because I missed the 90 day deadline support: I'm sorry for the trouble! You can appeal a denied A-to-z Guarantee claim. You can see steps on how to do so here:  ^LR customer: My second claim doesn’t show up in my orders so I can’t appeal it. Chat dude said it was because it was ‘filed manually’ support: I see that a member of our Social Media team is still looking into this and will reach out to you as soon as she has more information. Please keep an eye out for an e-mail. ^WJ customer: I’ve had the email. It tells me I can’t claim because 75 days is more than 90 days support: Please keep an eye on your email for an email from a member from our team. They are still looking into this for you. ^BA customer: I’ve had an email telling me to wait another 2 weeks which will conveniently push me over the 90 day limit (for real this time)
Why are you so determined to let arsehole seller steal my money? support: Apologies, did you get an email from the A-Z department recently? ^JJ customer: Got one yesterday saying second claim rejected because I'm over 90 day limit on item I bought fewer than 90 days ago
Got one today telling me to wait 2 weeks (why?)
Still not been told why first claim rejected or why I don't have a refund customer: First claim filed on 17th September but you still think it's fine to tell me to wait another 2 weeks because reasons customer: Will I have to keep on waiting 2 weeks ad infinitum until I die of old age or are you going to refund me (I think I know the answer to this) support: My team would like a chance to look at this and get it solved for you. Please click the link and fill out the secure form. We'll get started as soon as possible.  ^EM customer: I filled out that form yesterday then got an email saying I had gone past the 90 day deadline when I bought the item fewer than 90 days ago. I just want a refund for damaged item. It's not hard. support: The form will allow us to move forward with the research this order needs. Thanks, ^EM customer: But I've already done that and it didn't 'move forward' except in the sense of 75 days instantly becoming 90 days
I've done it again
I have been asking for a refund since September customer: You are also telling me to wait another 2 weeks for no reason at all support: Thank you, we will be in touch directly. ^NV customer: Latest claim failed &lt;shocked face&gt;
This time for not returning it despite not having the label you said I needed and being told not to return it because it’s dangerous. customer: Oh, and the address you gave me not existing",Customer complaints that he ordered 75 days ago and  missed deadline for claim as its more than 90 days. Agents informs that the form will allow them to move forward with the research on this order and get in touch directly.
375, customer: hi quick question what time train is there to get to Swindon from Bristol parkway to Swindon? Dan support: Hi Dan. You can check times here:  Lewis customer: Can you check for me please as it's takes longer to check. Dan support: When are you aiming to leave Swindon please Dan? - Josh customer: Half 6 Dan support: There is a 18.32 and a 19.03 service from Bristol Parkway  - Josh customer: I mean I need to get to Swindon for half 6. Dan support: The 18.03 from Bristol Parkway arrives into Swindon at 18.28 - Josh,Customer is enquiring about the timings of the train. Agent replied that 18.03 from Bristol Parkway will arrive to Swindon at 18.28.
376," customer: devastated that I booked a ticket for the wrong time and now I have 9 hours to burn 😐 support: Oh no, that isn't good Dan, what will you do? ^PA customer: Sit around in London for 9 hours I guess haha support: Fair enough. ^PA customer: Is there anyway you can get me home earlier? support: What type of ticket do you have? ^PA customer: I bought it in the virgin sale a couple of months ago but for the wrong time - the station said it would be an extra £70 support: Unfortunately that is the only way sorry. ^PA customer: Great. support: Really sorry. ^PA",The customer says that he had booked the tickets for the wrong time and ask for a help. The agent responded the customer saying that he would be charged extra.
377," customer: Disappointed as a loyal Platinum customer for 10+ years couldn't get through at 8.00am and online. Maybe time to look at other networks! support: Oh no, have you managed to get through now Michael? Keep trying, we wouldn't want to lose you customer: I can’t get through even on 402 and no point online with 6+ weeks for delivery now. customer: Won’t even let me go through to  disconnections. Appreciate its a busy morning but its ridiculous can’t even leave  ... help! customer: Missed a call from O2 as was in a meeting. Can you please call as yet again I couldn't connect with anyone! support: Sorry for the wait, Michael. What happened when you tried to pre-order online? customer: Errored out then when coming back wait was getting longer. Then showing 6+ weeks delay. Anyway can I just get someone to contact me now... customer: So I can discuss moving both my lines! As a platinum customer I get zero perks and poor service. Not on! support: So we can help further, please drop us a DM with your O2 mobile number, Michael &gt; ",Customer is disappointed with network issue. Agent request customer to DM with his O2 mobile number.
378," customer: AA does it again....can't make on line rez. Get msg to all airline. Agent untrained. Try to charge $25+ 4 Imillion mile flyer support: We understand how that could be frustrating and apologize if they tried to charge you. Can we help you with anything here? customer: Train your people. Fix your rotten SLOW on line booking that kicked me off TWICE Treat GOLD like USAir did, tens times better that cheap AA customer: Offer me a credit and an apology as I spoke w both agent n supervisor support: Please follow and DM your record locator and we'll be happy to share your comments with our leaders in Reservations for internal review. customer: What credit are you prepared to give me today? customer: VAOUWZ customer: USAir was so much more customer friendly. They bought AA, but ruined the USAir name support: We're very sorry for the frustration you experienced, and appreciate you letting us know where we can improve. customer: Which means no credit? As expected support: We're not able to offer anything. customer: Why am I not surprised.",The customer is complaining that he was charged more than once. The agent asking the customer to dm his record locator and will share with the leaders for internal review.
379," customer:  how do I get a 4G LTE SIM 

I already have a SIM. support: Hello Issa, kindly visit he Gloworld shop with your present SIM, N100 and a valid ID for a 4G SIM replacement.  TT customer: That was fast.

Thanks. ✌🏾

Gotta use the best of this 4G device ☺️ support: You are welcome. Stay Unlimited!  TT customer: One more thing tho'..

Need Glo World locations in my city. support: Kindly provide your location for assistance.  TT customer: Calabar, Nigeria support: Visit Gloworld shop or Glo  Zone at locations below.  TT ","Customer is asking how to get a 4G LTE SIM. Agent informed to visit Gloworld shop with the present SIM, N100 and a valid ID for SIM replacement."
380," customer: I was charged 10naira for a smart subscription I never requested for, I need the refund of my money 07010039592  customer: Why am I not getting any responds from customer: support: Hello support:, please confirm if issue is resolved. Thank you.^Kash. support: Hello support:, apologies on the delayed response. Thank you.^Kash. customer: The issue has not been resolved...... My money has not been refunded. support: Hello support:, all inconveniences regretted.Thank you. ^Kash. customer: So when will I receive my refund? support: Hello support:, your complaint is being investigated. Please be patient. Thank you. ^Kash.",Customer is complaining about the airtel care for not refund of his money. Agent says that complaint is being investigated.
381," customer: dreadful service. Have spent the last hour trying to contact after sales to sort out a problem with an m ticket. Waited 30 mins on phone and got cut of from live chat.  support: Our Aftersales team are receiving a high volume of calls this evening, Caroline. Sorry to hear you were cut off ^CB customer: I need someone to sort out my ticket. I've paid. I can't load it onto the app. I would like to fetch it from the station to make sure I can travel . This is ridiculous! support: The Aftersales team would be best placed to assist with any issues on the app. It's not possible to alter the delivery method of the fare after purchase ^CB customer: Fabulous! This is ridiculous   How can I get hold of them. I've already wasted an hour of of my life on this support: They can be reached on 03445565650 or through LiveChat here:  ^CB customer: Your live chat is not working! support: I'm afraid those are the only ways to reach the Aftersales team this evening ^CB",Customer is complaining that he had spent the last hour trying to contact after sales to get sort out a problem with an m ticket. Agent updated that they can be reach on number or through live chat.
382," customer: I don't remember subscribing to any caller tune but glo deducted my credit pls the remaining balance has disappeared support: Hello Aminu, kindly deactivate the Caller Tune by sending DEREG to 7728.  TT customer: I've been unsubscribed from the caller tune services hope there won't be any deduction again or else I'll stop recharging customer: Please I want to know the call tariff I'm on because I'm being charged N12 instead of N9 as in gbam plus tnx customer: My number 08079776152 support: Hello Aminu, please provide your number for clarification. Thank you. SO support: You're Gbam Plus. 11k/sec to glo lines, 15k/sec to other networks. Daily fee of N5 applicable. Thank you. SO customer: I made 38 secs called and was charged about N7 to another network 
made then 2mins 15secs and was charged N28 customer: Glo charges me 0.24 per secs same network cos I called glo line for 5 secs and was charged 1.2 /5secs =0.24 x60 =N14. 4 per min. customer: My number 08079776152 this is why I don't recharge this glo line often hidden deductions thank you support: ""Hello Aminu, may we have your number for clarification. Thank you. IQ support: Morning Aminu, billing rate on your line is okay with respect to Gbam Plus package.  TT support: Morning Aminu, the line subscribed for a VAS for which deduction was made. The VAS is now cancelled.  T customer: Please what is VAS that my line was subscribed to because I did not do it.. Hidden charges.. Kai  😤 support: Hello Aminu, we apologize. Issue already escalated to our resolution unit. Work in progress.We'll revert back as soon as issue is sorted. SO customer: Glo you have started your hidden charges again, my credit is been deducted even without making calls. From  to 230 then 180 maybe later 0 credit pls continue support: Hello Aminu, we a,apologize about it. Issue has been escalated to the unit in charge for assistance. Thank you. SO customer: Glo is still deducting my credits without a single call being made from it...still watching until you exhaust it all oh Glo network support: Kindly provide your number for assistance. ET. customer: 08079776152",Customer is complaining about subscribing callertune. Agent is replying that deactivate the caller tune by sending DEREG to 7728.
383," customer: amazing how  could check a bag on a non-code share airline through in the past, but now useless, rude, agent Rob in MSP! support: We've made changes recently to our baggage policy, so it may not be possible. Our apologies for any rudeness you received. customer: It’s two AA tickets on your airline...give me a break.  It should be possible.  Seems like your policies are all about being jerks! customer: SAME AIRLINE, with a 3 hour connection time in DFW.  Just because separate tickets.::such a load of crap and your agent needs to be fired! EP’s deserve respect from your shoddy airline! support: We're only seeing you booked on a one way flight, Jason. Please DM your record locator and we'll look into it. customer: It’s for my mother who is traveling with me to Dallas and then is taking Eagle to GCK about 4 hours after we arrive. support: We know it's disappointing. The policy has recently changed, and bags are only checked to the destination of the each ticket. customer: That’s a bunch of crap considering the continuing ticket is on YOUR airline.  You changed that as a disgusting ploy to make more money. customer: customer: can your gate agents at E15 in MSP be in more disorganized and unable to control the boarding process?! customer: It’s weird that 50% of your preboard passengers walk better than my mom does!",Customer complaining about American air check the baggage non code share air line from past but now its not. Agent updated  that the baggage policy was  made changes recently and bags are only checked to the destination of each ticket.
384," customer: -when you walk into  &amp; the person working the floor asks if you “have a transaction today” 🤔😆😳  support: Were you able to complete your banking today? Let me know if you need me to look into something for you. I'm here to help. ^MH customer: I just do not understand this vending machine language at all. Super creepy customer: 4 years I’ve avoided walking into your bank b/c somebody runs up to me &amp; asks if I have a transaction. Ummm... NO, I’m here 4 the brownies! support: We appreciate the feedback, Jen. Did you visit a specific branch? If so, provide the address so I can share this properly. ^EB customer: happens at every branch...vending machine lingo. No one wants somebody coming up 2 them at the bank 2 ask if they have a transaction.  support: I appreciate you providing your input. I'll be sure to share your feedback with our support team. ^CS customer: I’m sure you will 😆","The customer is asking why the vending machine not working because of which no one could do any transactions. The agent asks which specific branch the customer visited, the address of the branch and says they would share the feedback with their support team."
385," customer:  anone else having crap streaming quality with  and the game... support: I can look into your streaming issues. Please DM me so I can help. -GR customer: every 5 minutes a 30 second pause then it comes back all pixelated until a commercial which is crisp... support: Is this on a phone, tablet or laptop? -GR customer: laptop..commercials are CRISP and no issues...then goes to TNT games and then pixelated...can watch a CNN Stream at same time...crisp... seems like a TNT feed issue customer:   customer: now it is hiccuping every 30 seconds...the stream sucks support: Has this happened before with any channel? -GR customer: Hard to say..streamign has been pretty rock solid...this is not good though. support: I agree this seems to be a TNT quality issue, I will be sure to pass this along to the correct team. -GR",Customer complains about the streaming issue with #xfinity and the game. Agent states that this is TNT quality issue and said that this issue will be forwarded to correct team.
386," customer: 2 Why a customer should suffer due to communication gaps between idea and third party apps. I want exact offer u showcasd In app  support: We are sorry for the inconvenience caused to you. We have your contact details. We will get back to you shortly.
Regards,Neha L customer: I did mail them details. Expecting true solution other than apologies and server downs. Travelled 10 yrs with idea,can guess ur response support: As checked, Your concern is in progress and we are working on the same. Pls allow us some time to update you on the same. customer: Please see that it finishes before end of this year. You took this long to ask me to wait more. Am I really dealing with real account? customer: Just want to ask you one thing.is this the normal pace you work or Is this the way you make customer forget issue   support: Apologies for the trouble. As checked, your  concern with SR no 1-137547480675 is resolved stating(1/2)
Rgds,
Darshan. support: that you are not eligible for the offer because this offer was applicable through - Idea Website &amp; My Idea App only Idea(2/2) customer: If it was exclusive offer, why does it appear in third party app. I assume u only accept payments 4m 3rd party apps bt nt complaints  support: Apologies for the trouble. We have noted your contact detail and concern. We'll get in touch with you as soon as possible. support: We would like to inform that this Offer applicable only from Idea App &amp; Website hence you have received normal benefit.Rgds,Jit ",Customer is complaining that communication gap between idea and third party apps. Agent updated that they like to inform that this offer applicable only from idea app and amp .
387," customer:  make a playlist for you. Is there anyway to save it. Or just save individual? support: Hey Danni! You just need to follow the playlist so you don't miss out. You can also add all the songs to a new playlist 🙂 /NG customer: Sorry. It's not a playlist so no follow option. It's a daily mix xx support: 1: Got it. You can also add the songs from your Daily Mixes to a playlist. If you're using the desktop app, just head to... support: 2: Daily Mix &gt; click on the three dots &gt; Add to Playlist. Any other questions, let us know /NG customer: Thanks babe. Kind of answers. Not on a computer so won't be able to do it x support: Hmm. What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG customer: My Samsung phone.  support: 1: We're afraid the option we've mentioned above is not available on your Android device right now. Not to worry, you can always add... /NG support: 2: the tracks you enjoy to a playlist. Here's how:  /NG customer: Thank you xxx support: You're welcome! Were...  💚 /NG",The customer is asking that is there are any ways to save a playlist. The agent responded him that the option was not available in android.
